company_id,revenue,ebitda,ebitda_margin,total_debt,cash,interest_expense,capex,free_cash_flow,leverage,coverage,liquidity_ratio,rating_bucket,pd
C040,10240015.199530084,1892983.2612998595,0.18486137221619836,6974111.974954965,2252165.7733005397,629536.3240845046,619682.1205841942,643764.8166311606,3.684191042537816,3.0069484299459717,0.3229322645504388,BB,0.04512483725227694
C041,5940576.502766726,1262037.908299157,0.21244367574618112,1355133.6035433814,843968.0801154166,87881.4836748085,167327.53261378853,1006828.89201056,1.073766163941691,14.360680492936693,0.6227932640063109,BBB,0.01764218385902263
C042,3745872.9788655,466169.0597683509,0.12444870992650102,1979041.3300548561,357050.3699699119,161275.98320304457,259238.43766956663,45654.638895739714,4.245329647227731,2.8905051484414113,0.1804158228267092,CCC,0.21022526010733736
C043,7308510.895600064,1025237.1796028402,0.14027990027627418,1060934.7218209454,1747138.685051504,87272.28507916442,229414.9119144675,708549.9826092083,1.034818813566568,11.747568872212419,1.646791879949773,BBB,0.01853344667905277
C044,11838919.575682037,3105690.3902464816,0.2623288696568043,4291133.183978655,2480402.1079219184,399110.5813318039,585680.4869886467,2120899.3219260313,1.3817002485035514,7.781528567553913,0.5780296256435783,BBB,0.010314908746264836
C045,10525321.943278352,2037676.1708080566,0.19359751481134987,4105393.4896890405,1063628.6983011614,293913.49877411063,519748.6890492247,1224013.9829847212,2.014742847025106,6.932911143268474,0.2590808167286603,BBB,0.01060187266665658
C046,8833702.136870347,2310787.311201948,0.261587641896722,11410807.319882898,2154200.8602521652,1116706.742184982,603943.3805538405,590137.1884631257,4.93806040242951,2.069287507551528,0.18878601661238747,CCC,0.26781984663248093
C047,29390517.10907205,2982704.732041984,0.10148527570892261,7862688.350582233,7265842.566630099,689363.6459123611,1554269.654070446,739071.4320591765,2.63609343094426,4.326750837135347,0.924091384862286,BBB,0.026419378954917548
C048,10923817.773673143,2297481.462150398,0.21031854519648108,7879947.1986969225,1309822.8763390246,412120.42229568324,537945.7364904631,1347415.3033642517,3.429819708456513,5.574781878928651,0.16622229100159772,BBB,0.019176421598651926
C049,14495778.150619583,4151394.149051935,0.2863864296153356,14764285.759627618,2526658.816852805,1222316.6342352272,665916.1735592843,2263161.3412574236,3.556464462185403,3.396332859078988,0.1711331559134312,B,0.07118724633647902
C050,27209362.163976576,5889060.798573524,0.21643509182917403,11864014.263689712,3244545.118638981,1206744.956839438,1584479.4375550523,3097836.404179033,2.0145851213768196,4.880120497041435,0.27347785045817424,BBB,0.013264400633791498
C051,4652695.739076609,657049.7164929651,0.14121914548905484,2348729.639127469,403000.6078807885,197421.17743616595,117726.0577336673,341902.4813231318,3.5746604559300748,3.328162282414789,0.17158237421932454,B,0.12919381775614383
C052,5286177.193660406,1287456.4506259377,0.2435515124559115,5116716.384912386,254706.98780022358,309815.621252892,106276.45188951654,871364.377483529,3.974283077633214,4.155556925824055,0.049779383620181826,B,0.12906349897157743
C053,21249759.00993531,3735647.4958490436,0.17579716993978353,8749275.95097382,1869857.1623545636,705389.2197303365,1437003.125207318,1593255.150911389,2.3421042699279826,5.295867006979701,0.2137156460525677,BBB,0.025090458128098264
C054,5962310.504033165,1393253.5762977619,0.23367678945189196,4017893.734134752,534971.6952081935,383374.3627269656,267903.80610070133,741975.4074700949,2.883820865410117,3.634185568350118,0.13314729821330104,BBB,0.017033387523670705
C055,9018978.300346542,954784.6189448736,0.10586394457875425,2901495.13171401,1061539.1350635136,164242.93807346516,328442.0488545534,462099.63201685506,3.0389001604575845,5.813246098397256,0.36585935418627674,BBB,0.017045538940779568
C056,15167385.423827074,3445727.710669139,0.22718007187027123,17902547.00808228,1071953.8549641636,1772816.6304485847,582467.9910853681,1090443.0891351863,5.195577976939367,1.9436458635867202,0.05987717024176613,CCC,0.36041513340779663
C057,13871586.865311407,1476485.9768061524,0.10643958698758481,5379904.235072663,3326962.069727408,323057.3231890375,834960.8565884111,318467.7970287036,3.643721863657761,4.570352908985704,0.6184054444758109,BBB,0.0179627577097833
C058,21368813.22212185,5319897.064446973,0.24895613102835318,28020619.601015005,1124717.0287687727,2298940.233624598,835916.1469864051,2185040.6838359693,5.267135672281635,2.314064970736285,0.040138906447594457,CCC,0.34543820101211264
C059,18770969.682384014,3652504.0937230503,0.19458260044769102,12791640.558430742,3144998.5830290895,935639.5464268072,1098260.5044147978,1618604.0428814455,3.502156391943161,3.9037512978923417,0.2458635832255525,BB,0.05324492035524721
C060,15167967.106345734,1886149.9224084942,0.12435087109461074,6134752.405336973,1928962.3328160301,398252.3356127025,637405.0000901025,850492.5867056892,3.252526393820955,4.736067447053873,0.3144319779129008,BBB,0.01728683359149418
C061,6038375.899103165,1259165.529164086,0.2085271851577012,1279179.9014710449,743770.7365236946,113649.95456553191,375610.368384484,769905.2062140703,1.0158949493481175,11.079331566631083,0.5814434198570234,BBB,0.011600130400102581
C062,13222511.26523547,1498836.2920780373,0.11335488864500094,4742319.073479291,1478781.756821153,247755.47231171367,314830.6800721738,936250.1396941497,3.16400069743733,6.049659682964643,0.31182671049930366,BBB,0.012322507529467217
C063,10398124.35383235,2398566.2715341533,0.23067297427060812,12409096.522165751,2298289.484234668,1186343.7327372413,458104.0960931292,754118.4427037828,5.173547493531933,2.0218139189726747,0.1852100578095551,CCC,0.37791174466178085
C064,4578432.598107687,1369946.082160812,0.2992172654735651,2592822.42548859,419864.8672099085,211616.931575135,198440.64854505906,959888.502040618,1.8926456006202363,6.473707335059861,0.1619335219729864,BBB,0.019046810200447697
C065,18049878.713347007,4582493.594646137,0.25387946741479245,5656676.3981959205,623203.7333755706,580071.0801239689,599551.9726232772,3402870.5418988913,1.234410104752745,7.899882879296099,0.11017136026630912,BBB,0.029880090778688702
C066,13304571.651028112,2857220.9264386063,0.21475482273176488,8087378.177340456,3086412.406443911,657043.6674914216,893810.9322747028,1306366.3266724818,2.8305050206324083,4.348601269299823,0.38163324859613296,BBB,0.01727793896987011
C067,9090541.545262447,1095656.1720991486,0.12052705184215917,2931739.433038377,2001606.8995933053,152749.45895125176,593170.7706958741,349735.9424520227,2.675784162673504,7.172897237225664,0.6827369707678601,BBB,0.014999086093398655
C068,7908541.765864508,1897787.578489799,0.23996681495458294,9217912.495906472,719031.9147326562,540317.694724302,333580.8293734028,1023889.0543920943,4.8571887604205966,3.512355040414044,0.07800376875479853,B,0.09804314558487902
C069,4880945.102629477,1133519.323072996,0.2322335734655862,1269258.284703838,708553.4298414765,124052.57716403744,121330.43713710607,888136.3087718525,1.119750020019818,9.137410515656748,0.5582421153995514,BBB,0.01686172193927985
C070,9818334.241622508,1078243.8319140542,0.10981942612455527,5542897.373340571,530184.1914112405,440763.23360470013,297879.98840260453,339600.6099067496,5.140671533915522,2.4463107394322288,0.09565109286728705,CCC,0.3274713463258929
C071,11231350.297855586,2902853.2297381614,0.2584598603689181,11797379.843707256,567789.1789783138,902650.0488179647,377088.0018735729,1623115.1790466239,4.0640634954773045,3.2159231958603405,0.04812841380886567,BB,0.030509502547356245
C072,5864469.052731987,1194846.3841564,0.20374331817810104,6056696.601761756,1256418.7682186626,418554.60158319655,259273.97488150836,517017.80769169517,5.06901697328898,2.854696566796433,0.20744291002676257,CCC,0.3526537274534304
C073,15888434.690229498,2942117.6782177584,0.18517353883998383,10985516.765034502,1910718.6537394428,736831.0375341664,586582.8254179542,1618703.815265638,3.7338808186928745,3.9929339676890776,0.17393070299806163,BB,0.04665658500788181
C074,5134014.561817216,1322714.341523217,0.2576374347202931,6155634.651052661,901418.1545571858,664520.3278009975,301401.5839955258,356792.4297266937,4.65378990596256,1.9904798787725384,0.14643789075477967,CCC,0.2864478387339304
C075,3073875.880220639,560410.1296746216,0.18231384464176742,1406599.9652421647,730058.1947276016,106870.87699996178,134639.85298204966,318899.39969261014,2.509947430926788,5.243805846889626,0.5190233277177086,BBB,0.01962230030261473
C076,14944644.189882183,2932217.7256699703,0.1962052551010307,7544737.031200977,1254285.009303571,777411.076539079,949261.7589114278,1205544.8902194633,2.573048026124019,3.771772507697957,0.16624635214143613,BBB,0.018984248975924364
C077,7263097.734204912,990147.3805585942,0.1363257685347649,2727295.6461394494,238920.78300900568,242428.7301414078,506884.96334260615,240833.6870745803,2.7544340364773157,4.084282337250395,0.08760355091946252,BBB,0.0199494179812079
C078,8343432.057273819,1370523.6870773584,0.16426377990128574,6025626.44362298,294628.68996685895,611635.1817005649,258577.95677457558,500310.54860221787,4.3965868670775246,2.240753521186946,0.048895943471349665,CCC,0.26918086207150493
C079,5845844.579925023,1573155.3550131135,0.26910659931251374,4187441.103764904,1087706.2085002682,423546.99094858184,295703.68184621795,853904.6822183137,2.661810284928915,3.714240423453021,0.2597543897446863,BBB,0.019066922737805546
C080,3980900.5465421528,546899.1019048429,0.13738074978534306,1143013.177758679,929147.8191620703,122735.29387669913,248309.13148970425,175854.67653843953,2.0899891292152026,4.455923676316465,0.8128933569987576,BBB,0.018093026713619294
C081,16644971.01060798,3053656.6234052004,0.18345821218066882,15938583.970625032,2210662.876587564,1464381.854833381,1119571.2395534378,469703.5290183816,5.2195076055576815,2.085287121884373,0.1386988254829813,CCC,0.30364854359541577
C082,6296884.266017396,1875255.5922348849,0.29780690147905986,9537643.473261567,708550.6843733019,937777.5031180151,217269.71760396703,720208.3715129027,5.08604987648368,1.9996807195735131,0.07428991095753346,CCC,0.3246538169712256
C083,20388391.323522653,3003617.041977046,0.14731996234110387,7718058.074553379,3046622.909628534,725402.3240952021,1148929.4250957763,1129285.2927860676,2.5695879223914595,4.140622303248714,0.39473956793268017,BBB,0.0148208121443505
C084,13305048.306703353,3770204.5264500654,0.28336646658776576,14537423.489599977,2913296.0526027293,1254777.5037648664,276090.49513757136,2239336.5275476277,3.855871316161213,3.004679726196754,0.20039975135118623,BB,0.050337485952325775
C085,7592116.214437721,2153727.68276891,0.2836794935611266,4807744.666534426,1317033.6463301196,447318.56400078506,485569.9023536291,1220839.2164144958,2.232289952438841,4.8147514011180865,0.27394001505480925,BBB,0.021892438384218074
C086,5163105.509950669,610585.0804886055,0.11825926844064037,1176913.781538328,419531.11871728656,109388.28047777324,119768.18396060755,381428.61605022475,1.9275180792110609,5.58181441212682,0.35646716462859596,BBB,0.010338966291802108
C087,6161119.195820937,1187435.860279461,0.19273054497710318,2984653.1411007987,1234735.3885650432,156558.39143391716,349149.2073599873,681728.2614855564,2.513527880485575,7.584619702615392,0.4136947679319442,BBB,0.020409874773145563
C088,4846359.84869854,971420.2014436293,0.2004432670645574,2401301.697538958,288915.5941495145,194425.35440575072,337939.18917466805,439055.65786321054,2.4719495167697554,4.996365851628334,0.12031624116437258,BBB,0.014785864920531612
C089,25230311.823958945,4105824.2662576903,0.16273379001042548,20406942.082503006,1675877.8858699757,1990882.5287228923,1136864.9590982255,978076.7784365723,4.970242455384773,2.0623136759814185,0.08212293047604032,CCC,0.2809077095889295
C090,9647608.464760588,1056103.510510587,0.1094679074475474,4964074.264972469,1589830.3850669244,320568.6534935686,293930.78834328026,441604.0686737381,4.700367166256765,3.2944690599069286,0.32026724424432873,CCC,0.36530603247147664
C091,15793401.296086127,2342747.7809119863,0.14833712744907956,9823854.8788689,1303466.5132150997,765365.522922572,785440.2625551894,791941.9954342248,4.19330452851594,3.0609528529141623,0.13268381193403564,B,0.09609884774083698
C092,4715304.134122516,561620.6761636988,0.1191059283110722,2986167.189543128,872573.0677881556,227244.76295655777,241458.93167097837,92916.98153616261,5.317053513665036,2.4714350678834496,0.2922050281858652,CCC,0.29664338474982443
C093,9727987.1747146,1436337.122900921,0.14764998114248234,4167453.2913695336,1039864.2006361374,309088.4674297791,519509.8945197698,607738.7609513721,2.9014450889862617,4.647009753695317,0.249520301232797,BBB,0.01049482307320231
C094,16013312.56239354,4188413.4862152897,0.2615582172580312,8806762.060862364,1457744.225328756,504718.8068824438,458470.54021556844,3225224.139117277,2.102648673500543,8.298508851069682,0.1655255603880835,BBB,0.016175017563304406
C095,7515624.05545982,2096826.4754560527,0.27899565757720235,3204565.156217309,1877117.6659653564,261308.8710534023,488031.8176187998,1347485.7867838505,1.5282929673617016,8.024321818862152,0.5857636136133737,BBB,0.022794421861721637
C096,14880426.200427376,1616677.631194782,0.10864457841592937,3806855.6661945567,579377.5397015163,292270.970381293,759639.3347682148,564767.3260452742,2.3547401119053992,5.531434165650064,0.15219319840425652,BBB,0.016303235491188155
C097,5166551.713620194,828659.9602250889,0.1603893672525438,1370344.0402885573,889065.1517498135,123061.78069278835,114586.03253076161,591012.1470015389,1.653686802867042,6.733690635387092,0.6487897386430056,BBB,0.014115950123635932
C098,4494047.169106597,1330761.2476444559,0.2961164397188575,1882810.8344167802,173083.3223765708,156206.9932995788,243586.58390209114,930967.670442786,1.4148374381576652,8.519216838725518,0.09192815295764173,BBB,0.015813113597793003
C099,10742305.685055533,2233335.712992327,0.20790096451074708,8292810.746375515,2118879.5851574535,428345.03549913823,320165.8521436807,1484824.8253495079,3.7131948851811547,5.2138708935657085,0.255508011693567,BBB,0.029087566136178862
C100,7351476.848059504,1656007.4392725374,0.22526187234197126,4369944.506661201,592674.5244561149,226866.0154091461,157079.29300508145,1272062.13085831,2.6388435239040113,7.299495414886083,0.1356251832380682,BBB,0.011736036445045563
C101,12249887.909103923,1238574.917189349,0.10110908168138091,4385256.9111679625,609591.303779554,403801.42043623363,582453.5514201316,252319.94533298374,3.5405665416826455,3.0672871726188955,0.13900925672726352,B,0.10706862108597717
C102,3305360.2744571064,651096.1096585387,0.19698188868851185,1211696.8549579405,570699.990133724,112027.27170705663,200521.93507113165,338546.90288035036,1.8610107432425047,5.811942929049534,0.4709923837786421,BBB,0.01116773807317249
C103,12687557.13154755,3776650.662706797,0.29766570692447747,15280616.998221504,2425509.0697363946,1644138.584553962,799278.7650611853,1333233.3130916497,4.046076368437423,2.297039129296612,0.1587310950872401,B,0.11309265930310554
C104,32578136.558628038,5702382.725693902,0.17503710549655963,11232408.154963374,5837382.085981077,1152470.6965892476,820188.6729817993,3729723.356122855,1.969774512740469,4.947963312707369,0.5196910587158156,BBB,0.012920714739688954
C105,8777366.778394077,1048084.5798140627,0.11940763172777225,2359349.6662383247,363542.8061632774,184226.46851370085,466535.8215534819,397322.2897468799,2.2511061718481624,5.689109650039875,0.15408602267204377,BBB,0.022681696104943472
C106,9039108.086064886,1738959.4529500045,0.19238175231368967,7543470.293558591,856433.1466775455,660463.9453244468,501704.49687691656,576791.0107486411,4.3379218996519455,2.6329362340827807,0.11353304425535529,B,0.0911517969992097
C107,9720763.69037962,2844304.1383761535,0.2926008931984516,10008595.796823116,1256306.01847065,774974.6169334665,337561.7789160866,1731767.7425266006,3.518820530401204,3.6701900632964137,0.12552270508010935,BB,0.05763661555689051
C108,3502586.118465066,589716.8442343511,0.16836612271300327,1478280.8715224508,326310.46292875113,93688.67299875393,240166.02525779814,255862.14597779897,2.5067638579015865,6.294430536359442,0.22073644407824256,BBB,0.01694292119337458
C109,10996342.98793952,2856679.9778528293,0.25978454664300266,9836833.302682752,2290680.7611658354,714160.1949920815,373154.010124259,1769365.7727364886,3.4434495214533714,4.000054886683378,0.2328677014930312,BB,0.030166739544303038
C110,3982001.4509842764,1034401.5950992033,0.2597692662426124,4264766.57134876,234322.16210160716,239820.84868176994,93573.4880033679,701007.2584140655,4.122931162862091,4.3132263136630025,0.0549437250975969,BB,0.041795788360729794
C111,7175336.381414333,1016383.9541331254,0.14164965934778734,5188227.989569835,1181630.5175381217,466897.0787531216,329807.2910013915,219679.58437861234,5.104594546649331,2.176890797533888,0.2277522344649493,CCC,0.21637888781020978
C112,16542357.568588395,3121105.168370623,0.18867354036024236,11277206.720870065,4092699.816521359,693794.1536815512,905127.4069879211,1522183.607701151,3.6132094602750424,4.498604019374885,0.3629178676797012,BB,0.049801585263589236
C113,6152638.1910247635,1495830.9661145555,0.24312025503086096,3062098.6753492155,1406261.9880980966,240460.69070232695,198317.921304973,1057052.3541072553,2.047088705017964,6.220688137198636,0.45924776997518546,BBB,0.01577780137308324
C114,11417119.469542893,2079102.6338906744,0.18210395708278557,9065177.182793707,900520.2032332036,979457.9123102159,421624.06204687536,678020.6595335832,4.360139338494235,2.1227074770234506,0.09933840068150562,B,0.12119934950097029
C115,14744335.409857426,2037687.664105174,0.13820139107408422,9169514.1607801,442595.68555292516,475899.03052106895,710402.7096070932,851385.9239770117,4.499960578996184,4.281764688350131,0.04826817187828751,B,0.10999487579451128
C116,10215026.986167094,2998098.789214827,0.29349886136128367,5701802.018074492,2510153.0381649397,336998.1490296958,657172.6093025912,2003928.0308825402,1.901805917331943,8.896484440187946,0.44023854742901486,BBB,0.010720897051917347
C117,4477277.706758062,1030445.7923735956,0.23015007329525866,4835453.426361554,1003791.5881300585,328398.6157247055,256844.83505197914,445202.34159691096,4.692583988550487,3.137789695305573,0.2075899609864226,B,0.09549071204563175
C118,7525157.979439508,2055060.2194583665,0.2730919703045799,6354671.280070776,1747973.36409242,676825.9840923354,229363.7897667377,1148870.4455992933,3.092206846252719,3.0363199223421162,0.2750690455971079,B,0.10912473525916472
C119,23669684.947389845,2486464.226028356,0.10504847155992875,11211342.82073002,2873754.9398483788,1171927.3578086651,771367.895995057,543168.9722246337,4.508949979400253,2.121688012026347,0.2563256681915696,CCC,0.314440768516862
C120,3228335.1164912824,495165.794586316,0.15338116295822696,1024325.7063247674,625701.0673425897,61172.78285763344,149129.82361437933,284863.1881143032,2.0686519899471967,8.094544198499328,0.6108419065138723,BBB,0.012097425878560011
